run_id,viewpoint_guid,topic_guid,viewpoint_filename,model_id,element_key,global_id,aabb_min_x,aabb_min_y,aabb_min_z,aabb_max_x,aabb_max_y,aabb_max_z,target_x,target_y,target_z,camera_view_point_x,camera_view_point_y,camera_view_point_z,camera_direction_x,camera_direction_y,camera_direction_z,camera_up_x,camera_up_y,camera_up_z,field_of_view,aspect_ratio
ids-v0.1-8706ef58303bfd11,15013e43-142f-580f-9d38-e4dc5e0c40cc,dbfa5125-2ea0-5587-ab5b-947a02c3ba49,15013e43-142f-580f-9d38-e4dc5e0c40cc.bcfv,hvac,hvac::23uPJWDfXEcwHH3kdFgV9c,23uPJWDfXEcwHH3kdFgV9c,7.700000000,7.600000000,4.700000000,8.400000000,8.300000000,4.850000000,8.050000000,7.950000000,4.775000000,8.645826200,8.545826200,5.370826200,-0.577350269,-0.577350269,-0.577350269,-0.408248290,-0.408248290,0.816496581,60.000000000,1.777777778
ids-v0.1-8706ef58303bfd11,a74a17f9-92f8-53ff-9423-c0f33fe4365a,7fe29ad3-674a-57fe-aa74-325e34053ffc,a74a17f9-92f8-53ff-9423-c0f33fe4365a.bcfv,hvac,hvac::34Y6EIt3nDCAS1k$kPGOKm,34Y6EIt3nDCAS1k$kPGOKm,7.750000000,7.663962039,0.700000000,8.050000000,8.236037961,0.900000000,7.900000000,7.950000000,0.800000000,8.301544352,8.351544352,1.201544352,-0.577350269,-0.577350269,-0.577350269,-0.408248290,-0.408248290,0.816496581,60.000000000,1.777777778
ids-v0.1-8706ef58303bfd11,e98df708-3d88-56fe-9343-5a7e0e0c2f37,be0ef29b-2855-5f97-b60e-466abc66252d,e98df708-3d88-56fe-9343-5a7e0e0c2f37.bcfv,hvac,hvac::38WbwIGD90nB_3T2BTU5Ed,38WbwIGD90nB_3T2BTU5Ed,7.800000000,7.850000000,0.900000000,8.000000000,8.050000000,4.700000000,7.900000000,7.950000000,2.800000000,10.284959145,10.334959145,5.184959145,-0.577350269,-0.577350269,-0.577350269,-0.408248290,-0.408248290,0.816496581,60.000000000,1.777777778
